Tag Name,Description,Area,Loop Type,Unit,Range Low,Range High,Typical SP,Alarm HH,Alarm H,Alarm L,Alarm LL,Control Mode,Controller Output,SP Source,Cascade Master,Fail Position,Interlocks,Summary,On Hold,Page
1510-H-1512,SULFUR VAPOR SCRUBBER TO EFFLUENT STORAGE TANK,Sulfur Handling,Hand Control,%,0,100,TBD,-,-,-,-,Auto/Man,HV-1512,Operator,None,-,I-142,-,-,82
1510-A-1523,SULFUR VAPOR SCRUBBER EFFLUENT DISCH,Sulfur Handling,Analysis,mV,-750,300,TBD,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,83
1510-P-1811,SULFUR AREA 70 PSIG LP STEAM DISTRIBUTION HEADER PRESSURE,Sulfur Handling,Pressure,psig,0,150,70,-,TBD,TBD,-,Auto,PCV-1811,Operator,None,Fail Close,N/A,-,-,84
1510-P-1813,SULFUR AREA 44 PSIG LP STEAM DISTRIBUTION HEADER PRESSURE,Sulfur Handling,Pressure,psig,0,150,44,-,TBD,TBD,-,Auto,PCV-1813,Operator,None,Fail Close,N/A,-,-,85
1510-A-2402,SULFUR AREA COND COLLECTION SYS HEADER CONDUCTIVITY,Sulfur Handling,Analysis,µS/cm,0,15,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,86
1510-A-2403,SULFUR PITS COILS COND COLLECTION SYS HEADER CONDUCTIVITY,Sulfur Handling,Analysis,µS/cm,0,15,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,87
1510-X-2412,SULFUR AREA COND COLLECTION SYSTEM,Sulfur Handling,Digital Input,-,0,1,-,-,-,-,-,Alarm,XA-2412,None,None,None,N/A,-,-,88
1510-X-9530,CAUSTIC SOLUTION TO LITHIUM PROCESSING PLANT,Sulfur Handling,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XV-9530,Operator,None,-,I-200,-,-,89
1510-X-2413,SULFUR PITS COILS COND COLLECTION SYSTEM,Sulfur Handling,Digital Input,-,0,1,-,-,-,-,-,Alarm,XA-2413,None,None,None,N/A,-,-,90
1510-F-9510,CAUSTIC TANK INLET PROCESS CONDENSATE FLOW,Sulfur Handling,Flow,US gal/min,0,5,-,-,-,-,-,Auto/Cascade,FCV-9511,FIC-9511,Yes,Fail Close,N/A,-,-,91
1510-F-9511,CAUSTIC UNLOADING PUMP DISCH FLOW,Sulfur Handling,Flow,US gal/min,0,5,TBD,-,-,TBD,-,Auto,FCV-9511,Operator,None,-,N/A,-,-,92
1510-T-9515,CAUSTIC TANK TEMPERATURE,Sulfur Handling,Temperature,°F,0,200,-,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,93
1510-P-9529,CAUSTIC FEED PUMPS DISCH PRESSURE,Sulfur Handling,Pressure,psig,0,150,TBD,-,-,TBD,-,Indication,None,None,None,None,I-162,-,-,94
1510-D-9527,CAUSTIC FEED PUMPS DISCH DENSITY,Sulfur Handling,Density,lb/ft3,0,150,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,95
1510-L-9516,CAUSTIC TANK LEVEL,Sulfur Handling,Level,%,0,100,-,90,80,20,10,Indication,None,None,None,None,"I-160, I-161",-,-,96
1510-L-9517,CAUSTIC TANK LEVEL,Sulfur Handling,Level,%,0,100,-,-,80,20,-,Indication,None,None,None,None,N/A,-,-,97
1540-A-2501,ACID PLANT CONDENSATE COLLECTION SYSTEM CONDUCTIVITY,Sulfur Burning,Analysis,µS/cm,0,15,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,98
1540-X-2510,ACID PLANT CONDENSATE COLLECTIONS SYSTEM,Sulfur Burning,Digital Input,-,0,1,-,-,-,-,-,Alarm,XA-2510,None,None,None,N/A,-,-,99
1540-P-2600,LIQUID SULFUR TO SULFUR SPRAY NOZZLES PRESSURE,Sulfur Burning,Pressure,psig,0,500,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,100
1530-F-2602,LIQUID SULFUR TO SULFUR SPRAY NOZZLES FLOW,Tail Gas,Flow,US gal/min,0,500,TBD,-,-,-,-,Auto,FCV-2602,Operator,None,Fail Close,I-7,-,-,101
1540-P-2604,LIQUID SULFUR TO SULFUR SPRAY NOZZLES PRESSURE,Sulfur Burning,Pressure,psig,0,400,-,-,180,100,-,Indication,None,None,None,None,N/A,-,-,102
1540-F-4070,MAIN COMP SUCTION FLOW,Sulfur Burning,Flow,ft3/min,0,115500,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,103
1540-T-4071,MAIN COMP SUCTION TEMPERATURE,Sulfur Burning,Temperature,°F,0,200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,104
1540-P-4072,MAIN COMP SUCTION PRESSURE,Sulfur Burning,Pressure,inH2O,-70,0,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,105
1540-H-4030,MAIN COMP SUCTION,Sulfur Burning,Hand Control,%,0,100,-,-,-,-,-,Auto,HCV-4030,Operator,None,-,N/A,-,-,106
1540-P-4002,MAIN COMP DISCH PRESS,Sulfur Burning,Pressure,inH2O,0,420,-,-,TBD,TBD,TBD,Indication,None,None,None,None,"I-4, I-7",-,-,107
1540-T-4020,MAIN COMP DISCH TEMP,Sulfur Burning,Temperature,°F,0,350,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,108
1540-H-4080,MAIN COMP DISCH TO SULFUR BURNER,Sulfur Burning,Hand Control,%,0,100,-,-,-,-,-,Auto/Man,HV-4080,Operator,None,Fail Close,"I-2, I-4",-,Yes (on hold),109
1540-F-4081,MAIN COMP DISCH VENT,Sulfur Burning,Hand Control,-,0,1,-,-,-,-,-,Auto/Man,FV-4081,Operator,None,-,N/A,-,-,110
1540-P-4200,SULFUR BURNER INLET AND JUG VALVE OUTLET DIFFERENTIAL PRESSURE,Sulfur Burning,Pressure,inH2O,0,35,-,-,-,4.5,3,Indication,None,None,None,None,"I-7, I-8",-,-,111
1540-T-4220,SULFUR BURNER TEMPERATURE,Sulfur Burning,Temperature,°F,0,2080,-,2195,-,-,-,Auto,TCV-4220,Operator,None,-,"I-7, I-8",-,-,112
1540-T-4220A,SULFUR BURNER TEMPERATURE,Sulfur Burning,Temperature,°F,0,2080,-,2195,2150,1900,-,Indication,None,None,None,None,"I-7, I-8",-,-,113
1540-T-4220B,SULFUR BURNER TEMPERATURE,Sulfur Burning,Temperature,°F,0,2080,-,2195,2150,1900,-,Indication,None,None,None,None,"I-7, I-8",-,-,114
1540-T-4220C,SULFUR BURNER TEMPERATURE,Sulfur Burning,Temperature,°F,0,2080,-,2195,2150,1900,-,Indication,None,None,None,None,"I-7, I-8",-,-,115
1540-H-4282,JUG VALVE,Sulfur Burning,Hand Control,%,0,100,-,-,-,-,-,Auto/Man,HCV-4282,Operator,None,-,N/A,-,-,116
1540-H-4281,JUG VALVE PGS INLET BOILER DISCHARGE VALVE,Sulfur Burning,Hand Control,-,0,1,-,-,-,-,-,Auto/Man,HCV-4281,Operator,None,-,N/A,-,-,117
1540-T-4820,WHB PGS TO CONV TEMPERATURE,Sulfur Burning,Temperature,°F,0,850,-,-,815,770,-,Indication,None,None,None,None,N/A,-,-,118
1540-P-4850,CONV PGS BED 1 INLET PRESSURE,Sulfur Burning,Pressure,inH2O,0,420,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,119
1540-T-4828,CONV 1ST PASS CATALYST OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,1200,-,-,1157,TBD,-,Indication,None,None,None,None,N/A,-,-,120
1540-T-4840,CONV 2ND PASS CATALYST INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,121
1540-T-4841,CONV 2ND PASS CATALYST OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,1020,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,122
1540-T-4842,CONV 3RD PASS CATALYST INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,123
1540-T-4825,CONV 1ST PASS CATALYST INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,850,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,124
1540-T-4826,CONV 1ST PASS CATALYST INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,850,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,125
1540-T-4827,CONV 1ST PASS CATALYST OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,1200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,126
1540-T-4843,CONV 3RD PASS CATALYST OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,127
1540-T-4844,CONV 4TH PASS CATALYST INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,128
1540-T-4845,CONV 4TH PASS CATALYST OUTLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,129
1540-T-4822,HP SUPERHEATER 1B PGS TO CONV 2ND PASS INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,TBD,TBD,-,Auto,TCV-4822A/B,Operator,None,-,N/A,-,-,130
1540-P-4851,CONV 1ST PASS CATALYST BED DIFFERENTIAL PRESSURE,Sulfur Burning,Pressure,inH2O,0,100,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,132
1540-T-5231,CIP HEAT EXCH TUBE INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,133
1540-P-5202,CONV 3RD PASS TO CIP HEAT EXCH TUBE INLET PRESSURE,Sulfur Burning,Pressure,inH2O,0,300,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,134
1540-T-5232,HIP HEAT EXCH TUBE INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,1050,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,135
1540-P-5200,CONV 2ND PASS TO HIP HEAT EXCH TUBE INLET PRESSURE,Sulfur Burning,Pressure,inH2O,0,300,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,136
1540-P-5201,HIP HEAT EXCH TUBE OUTLET TO CONV 3RD PASS PRESSURE,Sulfur Burning,Pressure,inH2O,0,300,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,137
1540-T-5220,HIP HEAT EXCH OUTLET PGS TO CONV 3RD PASS INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,806,-,824,797,-,Auto,TCV-5220,Operator,None,Fail Lock,N/A,-,-,138
1540-T-5223,HIP HEAT EXCH PGS SHELL SIDE INLET TEMPERATURE,Sulfur Burning,Temperature,°F,0,700,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,139
1540-P-5206,CIP HEAT EXCH SHELL OUTLET PGS TO HIP HEAT EXCH PRESSURE,Sulfur Burning,Pressure,inH2O,0,200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,140
1540-P-5203,CIP HEAT EXCH TUBE OUTLET PGS TO ECON 3B PRESSURE,Sulfur Burning,Pressure,inH2O,0,280,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,141
1540-L-5240,CIP HEAT EXCH DRAIN POT LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,142
1540-L-5241,SHELL INLET DRAIN POT LEVEL,Sulfur Burning,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,143
1540-P-5204,INTERPASS ABSORPTION TOWER PGS TO CIP HEAT EXCH PRESSURE,Sulfur Burning,Pressure,inH2O,0,150,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,144
1540-P-5205,HIP HEAT EXCH OUTLET PGS TO CONV 4TH PASS PRESSURE,Sulfur Burning,Pressure,inH2O,0,120,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,145
1540-T-5224,HIP HEAT EXCH PGS TO CONV 4TH PASS TEMPERATURE,Sulfur Burning,Temperature,°F,0,900,779,-,797,770,-,Auto,TCV-5224A/B,Operator,None,-,N/A,-,-,146
1520-T-5820,DT SA OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,148
1520-P-5801,INLET AIR FILTER OUTLET PROCESS AIR PRESSURE,Drying/Absorbing,Pressure,inH2O,0,TBD,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,149
1520-P-5800,INLET AIR FILTER INLET DIFFERENTIAL PRESSURE,Drying/Absorbing,Pressure,psig,0,TBD,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,150
1520-L-5871,DT SA OUTLET LEVEL,Drying/Absorbing,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,151
1520-T-5823,DT INLET SA TEMPERATURE,Drying/Absorbing,Temperature,°F,0,200,150,-,160,140,-,Auto,TCV-5823,Operator,None,Fail Close,N/A,-,-,152
1520-F-5870,DT SA INLET FLOW,Drying/Absorbing,Flow,US gal/min,0,500,3500,-,-,TBD,-,Auto,FCV-5870,Operator,None,Fail Open,N/A,-,-,153
1520-P-5804,DT MIST ELIMINATORS OUTLET PGS PRESSURE,Drying/Absorbing,Pressure,inH2O,0,TBD,-,-,-,-,TBD,Indication,None,None,None,None,N/A,-,-,154
1520-X-5805,DT MIST ELIMINATORS PGS VENT,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XEV-5805,Operator,None,-,"I-2, I-81, I-164",-,-,155
1520-T-5821,DT MIST ELIMINATORS PGS OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,156
1520-A-6060,DT ACID PUMP RECIRC LINE SA CONCENTRATION,Drying/Absorbing,Analysis,%W,0,100,98.5,-,99,98,97.5,Auto,ACV-6060,Operator,None,Fail Close,I-9,-,-,157
1520-A-6063,FT ACID PUMP RECIRC LINE SA CONCENTRATION,Drying/Absorbing,Analysis,%W,0,100,-,99,99,98,97.5,Auto,ACV-6063,Operator,None,Fail Close,I-10,-,-,158
1520-H-6090,DT/IPAT ACID PUMP,Drying/Absorbing,Pump Control,-,0,1,-,-,-,-,-,Auto/Man,HS-6090,Operator,None,-,"I-9, I-13, I-16",-,-,159
1520-H-6091,FINAL TOWER ACID PUMP,Drying/Absorbing,Pump Control,-,0,1,-,-,-,-,-,Auto/Man,HS-6091,Operator,None,-,I-10,-,-,160
1520-F-6064,PUMP TANK SAMPLE POINT FLOW,Drying/Absorbing,Flow,US gal/min,0,100,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,161
1520-F-6065,FAT PUMP TANK ANALYZER FLOW,Drying/Absorbing,Flow,US gal/min,0,100,-,-,-,TBD,-,Indication,None,None,None,None,N/A,-,-,162
1520-F-6070,DILUTION WATER FLOW DT/IPAT SIDE,Drying/Absorbing,Flow,US gal/min,0,200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,163
1520-X-6071,DILUTION WATER FLOW DT/IPAT SIDE,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6071,None,None,Fail Close,I-9,-,-,164
1520-X-6072,DILUTION WATER FLOW FAT SIDE,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6072,None,None,Fail Close,I-10,-,-,165
1520-X-6080,COMB PUMP TANK DILUTION WATER FLOW DT/IPAT SIDE,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6080,None,None,Fail Close,I-9,-,-,166
1520-X-6081,COMB PUMP TANK DT/IPAT SIDE DILUTION WATER BLEED,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6081,None,None,Fail Open,I-9,-,-,167
1520-X-6082,COMB PUMP TANK FAT SIDE DILUTION WATER BLEED,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6082,None,None,Fail Open,I-10,-,-,168
1520-X-6083,DILUTION WATER TO COMB PUMP TANK FAT SIDE,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6083,None,None,Fail Close,I-10,-,-,169
1520-F-6074,FINAL ABS TOWER DILUTION WATER FLOW,Drying/Absorbing,Flow,US gal/min,0,25,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,170
1520-L-6093,SA SUMP,Drying/Absorbing,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,171
1520-L-6040,COMB PUMP TANK LEVEL,Drying/Absorbing,Level,%,0,100,TBD,82,79,73,70,Auto,LCV-6040,Operator,None,Fail Close,"I-7, I-13",-,-,172
1520-L-6040A,COMB PUMP TANK LEVEL DT/IPAT SIDE,Drying/Absorbing,Level,%,0,100,-,-,-,-,90,Indication,LCV-6040,Operator,None,-,I-13,-,-,173
1520-L-6040B,COMB PUMP TANK LEVEL FAT SIDE,Drying/Absorbing,Level,%,0,100,-,-,-,-,90,Indication,LCV-6040,Operator,None,-,I-13,-,-,174
1520-L-6240,DILUTION PUMP TANK LEVEL,Drying/Absorbing,Level,%,0,100,TBD,70,80,20,20,Auto,LCV-6240A,Operator,None,Fail Close,"I-13, I-14",-,-,175
1520-L-6241,DILUTION PUMP TANK LEVEL,Drying/Absorbing,Level,%,0,100,-,90,70,20,10,Indication,None,None,None,None,"I-13, I-14",-,-,176
1520-H-6290,1520-PP-005 PRODUCT ACID PUMP,Drying/Absorbing,Pump Control,-,0,1,-,-,-,-,-,Auto/Man,HS-6290,Operator,None,-,"I-14, I-15, I-16",-,-,177
1520-F-6242,PRODUCT ACID PUMP RECIRC FLOW,Drying/Absorbing,Flow,US gal/min,0,100,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,178
1520-A-6260,PRODUCT ACID CONCENTRATION,Drying/Absorbing,Analysis,%W,0,100,98.5,-,99,92.7,92.7,Auto,ACV-6260,Operator,None,Fail Close,I-16,-,-,179
1520-F-6270,TW TO DILUTION PUMP TANK FLOW,Drying/Absorbing,Flow,US gal/min,0,45,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,180
1520-X-6280,TW TO DILUTION PUMP TANK,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6280,None,None,Fail Close,I-16,-,-,181
1520-X-6281,TW DRAIN TO GRADE,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6280,None,None,Fail Open,I-16,-,-,182
1520-X-6282,TW TO DILUTION PUMP TANK,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6282,None,None,Fail Close,I-16,-,-,183
1520-T-6420,PRODUCT ACID COOLER PRODUCT ACID OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,200,-,-,110,-,-,Indication,None,None,None,None,N/A,-,-,184
1520-T-6421,PRODUCT ACID COOLER PRODUCT ACID INLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,200,-,-,170,-,-,Indication,None,None,None,None,N/A,-,-,185
1520-A-6461,PRODUCT ACID COOLER CW OUTLET CONDUCTIVITY,Drying/Absorbing,Analysis,µS/cm,0,75,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,186
1520-F-6470,PRODUCT ACID TO STORAGE TANK FLOW,Drying/Absorbing,Flow,US gal/min,0,1000,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,187
1520-H-6490,STRONG ACID DRAIN PUMP,Drying/Absorbing,Pump Control,-,0,1,-,-,-,-,-,Auto/Man,HS-6490,Operator,None,-,N/A,-,-,188
1520-T-6521,FINAL TOWER ACID COOLER SA OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,189
1520-T-6512,FINAL TOWER ACID COOLER PRODUCT ACID INLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,190
1520-A-6562,FINAL TOWER ACID COOLER CW OUTLET CONDUCTIVITY,Drying/Absorbing,Analysis,µS/cm,0,750,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,191
1520-F-6670,FAT SA INLET FLOW,Drying/Absorbing,Flow,US gal/min,0,5000,3000,-,3500,2700,2400,Auto,FCV-6670,Operator,None,Fail Open,I-1,-,-,192
1520-L-6625,FAT LEVEL,Drying/Absorbing,Level,%,0,100,-,-,70,-,-,Indication,None,None,None,None,N/A,-,-,193
1520-T-6623,FAT SA OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,194
1520-T-6624,FAT PGS OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,182,-,-,Indication,None,None,None,None,N/A,-,-,195
1520-T-6622,FAT SA INLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,172,-,180,165,-,Auto,TCV-6622,Operator,None,Fail Lock,N/A,-,-,196
1520-X-6630,FAT PGS VENT,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XEV-6630,Operator,None,-,I-164,-,-,197
1520-T-6721,INTERPASS ACID COOLER SA OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,198
1520-T-6712,INTERPASS ACID COOLER SA INLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,199
1520-A-6762,INTERPASS ACID COOLER CW OUTLET CONDUCTIVITY,Drying/Absorbing,Analysis,µS/cm,0,750,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,200
1520-T-6726,BFW PREHEATER TW OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,200,-,-,Indication,None,None,None,None,N/A,-,-,201
1520-T-6728,BFW PREHEATER SA INLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,300,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,202
1520-T-6734,BFW PREHEATER SA OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,203
1520-T-6736,BFW PREHEATER TW INLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,200,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,204
1520-F-6770,IPAT INLET SA FLOW,Drying/Absorbing,Flow,US gal/min,0,5000,4800,-,5300,4400,-,Auto,FCV-6770,Operator,None,Fail Open,N/A,-,-,205
1520-T-6722,IPAT INLET SA TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,180,-,190,165,-,Auto,TCV-6722,Operator,None,Fail Lock,N/A,-,-,206
1520-T-6731,BFW PREHEATER TO DEAERATOR TW TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,190,220,-,-,-,Auto,TCV-6731,Operator,None,Fail Close,I-83,-,-,207
1520-X-6741,BFW PREHEATER TW OUTLET,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6741,None,None,Fail Close,I-83,-,-,208
1520-X-6742,BFW PREHEATER TW BYPASS,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6742,None,None,Fail Open,I-83,-,-,209
1520-X-6738,BFW PREHEATER TW INLET,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-6738,None,None,Fail Close,I-83,-,-,210
1520-A-6745,BOILER FDWATER PREHEATER TW OUTLET CONDUCTIVITY,Drying/Absorbing,Analysis,µS/cm,0,40,-,TBD,TBD,-,-,Indication,None,None,None,None,I-83,-,-,211
1520-T-8421,IPAT PGS OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,200,-,-,Indication,None,None,None,None,N/A,-,-,212
1520-X-8423,INTERPASS ABSORBING TOWER VENT,Drying/Absorbing,Digital Output,-,0,1,-,-,-,-,-,Auto/Man,XEV-8423,Operator,None,Fail Close,I-164,-,-,213
1520-T-8464,INTERPASS TOWER ACID OUTLET TEMPERATURE,Drying/Absorbing,Temperature,°F,0,250,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,214
1520-L-8461,INTERPASS ABSORBING TOWER BOOT LEVEL,Drying/Absorbing,Level,%,0,100,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,215
1520-X-1400,FIN FAN COOLING WATER EXPANSION TANK TREATED WATER INLET,Cooling Tower,Digital Output,-,0,1,-,-,-,-,-,Auto,XEV-1400,None,None,-,I-163,-,-,216
1520-L-1401,FIN FAN CW EXPANSION TANK LEVEL,Cooling Tower,Level,%,0,100,-,-,80,20,10,Indication,None,None,None,None,"I-110, I-163",-,-,217
1520-P-1402,FIN FAN SIDE STREAM FILTER INLET AND OUTLET DIFFERENTIAL PRESS,Cooling Tower,Pressure,psig,0,70,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,218
1520-F-1413,FIN FAN CW PUMPS CW DISCH FLOW,Cooling Tower,Flow,US gal/min,0,26000,-,-,-,-,TBD,Indication,None,None,None,None,I-1,-,-,219
1520-T-1802,FIN FAN CW HEADER TEMPERATURE,Cooling Tower,Temperature,°F,0,175,-,-,TBD,TBD,-,Indication,None,None,None,None,I-137,-,-,220
1520-A-1803,FIN FAN CW HEADER CONDUCTIVITY,Cooling Tower,Analysis,µS/cm,0,40,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,221
1520-A-1806,FIN FAN CW HEADER CONDUCTIVITY,Cooling Tower,Analysis,µS/cm,0,100,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,222
1520-T-1807,FIN FAN CW RETURN TEMPERATURE,Cooling Tower,Temperature,°F,0,200,-,-,TBD,-,-,Indication,None,None,None,None,N/A,-,-,223
1520-L-4607,EFFLUENT NEUTRALIZATION SUMP FIRST SECTION LEVEL,Drying/Absorbing,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,224
1520-A-4601,EFFLUENT NEUTRALIZATION SUMP FIRST SECTION PH,Drying/Absorbing,Analysis,PH,0,14,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,225
1520-A-4602,EFFLUENT NEUTRALIZATION SUMP SECOND SECTION PH,Drying/Absorbing,Analysis,PH,0,14,-,-,-,-,-,Indication,None,None,None,None,N/A,-,-,226
1520-L-4608,EFFLUENT NEUTRALIZATION SUMP SECOND SECTION LEVEL,Drying/Absorbing,Level,%,0,100,-,-,80,-,-,Indication,None,None,None,None,N/A,-,-,227
1520-T-4701,EFFLUENT STORAGE TANK TEMPERATURE,Drying/Absorbing,Temperature,°F,0,175,-,-,TBD,TBD,-,Indication,None,None,None,None,N/A,-,-,228
1520-L-4705,EFFLUENT STORAGE TANK LEVEL,Drying/Absorbing,Level,%,0,100,TBD,90,80,20,10,Indication,LCV-6040,Operator,None,-,"I-167, I-168, I-169, I-171",-,-,229
1520-A-4711,EFFLUENT STORAGE TANK PH,Drying/Absorbing,Analysis,PH,0,14,-,-,-,0-14,-,Indication,AEV-4711,None,None,-,I-170,-,-,230
1530-F-0003,TAILGAS SCRUBBER CAUSTIC LIQUOR INLET FLOW,Tail Gas,Flow,US gal/min,0,25000,-,-,21500,17500,16500,Indication,None,None,None,None,I-7,-,-,231
1530-P-0004,TAILGAS SCRUBBER CAUSTIC LIQUOR INLET PRESS,Tail Gas,Pressure,psig,0,150,10,-,12,8,-,Auto,PCV-0004,Operator,FIC-0003,Fail Lock,I-163,-,-,232
